💓AKTV🚀📶,#genre#
江苏卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=jsws
江西卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=jxws
陕西卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=sxws
广东卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=gdws
安徽卫视,http://153.0.171.163:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://153.0.171.163:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://153.0.171.163:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://153.0.171.163:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://153.0.171.163:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://153.0.171.163:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://153.0.171.163:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://153.0.171.163:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://153.0.171.163:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://153.0.171.163:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://153.0.171.163:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://153.0.171.163:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://153.0.171.163:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://153.0.171.163:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://153.0.171.163:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://153.0.171.163:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://153.0.171.163:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://153.0.171.163:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://153.0.171.163:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://153.0.171.163:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://153.0.171.163:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://omnix.cn:4000/udp/225.1.8.45:8032
湖北卫视,http://www.745612.xyz:7788/rtp/235.254.198.72:1564


🏈体育赛事🏆️,#genre#
24小时城市联赛轮播,https://migu.188766.xyz/?migutoken=ae3fa79dbdc8989d09fc32c52501b2bf&id=24%E5%B0%8F%E6%97%B6%E5%9F%8E%E5%B8%82%E8%81%94%E8%B5%9B%E8%BD%AE%E6%92%AD%E5%8F%B0&type=yy
24小时城市联赛轮播,http://hlsztemgsplive.miguvideo.com:8080/migu/lunbo/ouzhoubei/50/20240603/index.m3u8?msisdn=20251213040233e38aa623a47c4cc0a1f60d71de91267b&mdspid=&spid=800033&netType=0&sid=5910022136&pid=2028597139&timestamp=20251213040233&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=915512915&ParentNodeID=-99&assertID=5910022136&client_ip=218.28.233.106&SecurityKey=20251213040233&promotionId=&mvid=5900006618&mcid=500020&playurlVersion=WX-A1-8.12.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b94cda8f57f86f66ca9a29e3947beec2&sv=10004&ct=android
24小时城市联赛轮播,http://gslbmgsplive.miguvideo.com/migu/lunbo/ouzhoubei/51/20240603/index.m3u8?msisdn=20251125100056a0f6c59e6a1946f699ea7cf5a4621313&mdspid=&spid=800033&netType=0&sid=5910022136&pid=2028597139&timestamp=20251125100056&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=915512915&ParentNodeID=-99&assertID=5910022136&client_ip=106.13.250.88&SecurityKey=20251125100056&promotionId=&mvid=5900006618&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=0eaaeea4006be8b419cf9dabd4b57acb&ddCalcu=b0ceeaa27a55e0be4ad4b0a0d69bfec89b14
24小时全运会轮播,https://migu.188766.xyz/?migutoken=c2c32e474c621ccd89119044ca5169a4&id=24%E5%B0%8F%E6%97%B6%E5%85%A8%E8%BF%90%E4%BC%9A%E8%BD%AE%E6%92%AD%E5%8F%B0&type=yy
24小时全运会轮播,http://gslbmgsplive.miguvideo.com/migu/virtuallive2/5900002413/51/20210706/index.m3u8?msisdn=202511251000555b538024e5424221b1d90534488eb2cb&mdspid=&spid=800033&netType=0&sid=5910019527&pid=2028597139&timestamp=20251125100055&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=713600957&ParentNodeID=-99&assertID=5910019527&client_ip=106.13.250.88&SecurityKey=20251125100055&promotionId=&mvid=5900002443&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=6326b2b586aab4e1d739552842cf25dd&ddCalcu=d6d3e522263fb0c22b4588265a5a9b347ed1
24小时体育,http://159.75.85.63:36666/migu/654102378.m3u8?migutoken=0e1594227603da77e6a1b8d1cef1be8b61bd1c390b03d3393ff717d1e67f55864acc08cc7feefc17e8b90a18d356f4e8d69ce6ac846c09d9bc82f948ac4d3735cb28789b972353df9140fa1215
12-14 03:55_西甲_赫塔菲vs西班牙人_熊广硕,http://xiaoya.crccxw.top:35455/iqiyi/4358499/7746214779391023.m3u8?iqytoken=f57880104c94de8ed431f83a3cc052be0cede5850158ebbf7a169f7dbcfa34215bccf2a46186f1181172a683b97894e6a0bbd763f26cc783964a76686e9d509040f331e1081cd6e718117213ba37807df2b5799a3e42b37d9d8bcbc104ac2006dd69029cd7c4aa0430d99101db1054d33ce1ff9610eef9618802ecb14f4f423cb24c95f6965dc1c54ea24c7ff7452404b19c4ea55b32e842d3ed6482ea6c6bf4166f86e9b172db552bb8a3eb50a9ad1420
12-14 03:55_西甲_赫塔菲vs西班牙人_English Commentary,http://xiaoya.crccxw.top:35455/iqiyi/4358499/8346234833478423.m3u8?iqytoken=b71e34f69b27fbed8e1ce11fcb3b77e725d36a62b518be60323408c49d9fe9544f211a64426e25197cf992d357eb64aa739c0643757b199885305e9c062e3b54c281bb20e95ec267efaac25a920cfbc91f04892073187796bebebd089b714f31aeb9e6bd1e835c276d67ac1a4e0daa0d8c4f29470a8e2c92365122d57a99e8601f8bab9ec130adbf97fa7ce8070507086a437ac3ca2cccf7756dad00a43b2801a6b6a97cd4a29c7ec41e9718d94ab623a2
12-14 03:50_英超联赛_阿森纳 vs 狼队_球星视角,http://xiaoya.crccxw.top:35455/migu/961105128.m3u8?migutoken=dd507ccf40d3b52c4d52e419915fa0bb382559742c3f85558f583825961b5164a1c9eecb91b0afc3992dee66e6ebc9eabd97d045ff30dde6fb744045b5ad2c9adb6215257331acc3a3016d54
12-14 03:50_法甲联赛_巴黎 vs 图卢兹_赛场原声,http://xiaoya.crccxw.top:35455/migu/961108580.m3u8?migutoken=f8166c5314962d08615a107bf76cdca3db3ce3da0193b189bf703287a4490616fb4f5f02e6a5c5adbe19ebd33303021347e8770d166d45390652cb925e1dd4f28b30978bff50178183744c2e
12-14 03:50_法甲联赛_巴黎 vs 图卢兹_张天翼,http://xiaoya.crccxw.top:35455/migu/961107990.m3u8?migutoken=6882313c0388f567ccb231f48087847212a7a26134ee68a5ed4b17032357be842db64e0b411aa99a2f3b3491f196301fd17d206903c212dfae64c7d6cfdb1e083e709a5c02bf9358974556bf
12-14 03:45_西甲联赛_赫塔费 vs 西班牙人_赛场原声,http://xiaoya.crccxw.top:35455/migu/961105471.m3u8?migutoken=849f24d83f80d9fb2b6e37406fbfd70bf72f44b13cb88c5fe2e134f57196e296f3bcc2c23aef7e88622fa357f3081ea264c9ddaf2d55a93d2063afacf93d16f6fe7047532b1cc3665de869bc
12-14 03:45_西甲联赛_赫塔费 vs 西班牙人_周楚雄,http://xiaoya.crccxw.top:35455/migu/961105490.m3u8?migutoken=8f7cdf7627f0bdd9a2f6cd7273213758e98535114c46d008f6df976f13ea66de9a31c7b572e948e6547d8715506bb346359c9b8df99b654798380706402179ef8fbeeb416dd97bd91d7364a3
12-14 03:45_英超联赛_阿森纳 vs 狼队_赛场原声,http://xiaoya.crccxw.top:35455/migu/961105179.m3u8?migutoken=92f45191e4ae7ab3f659056b8946662b206524fea3ce8077df43b0b5111b7f596eb601a03ce062762f5791145f6330e9b1f6055ba2cb1f3db446d43e952e108abef15c4c1e0489ae0540119b
12-14 03:45_英超联赛_阿森纳 vs 狼队_英文原声,http://xiaoya.crccxw.top:35455/migu/961105185.m3u8?migutoken=38af0a83c50da9afa10c23f6761b455028cd63433f6d977eff0c5ff4a3b4a17fb2c3490e951909613ea8a396bd4642dcfd280f16467c974e5259a8229abe481fd7be1719b359482e18b39f19
12-14 03:45_英超联赛_阿森纳 vs 狼队_江忠德,http://xiaoya.crccxw.top:35455/migu/961105215.m3u8?migutoken=4a242cef3a8f3b0aa23735019f326b7e3893ac564f845d1171e2ca2f2ab754c9ed23303175bddbed3317e778e71178d1cd595698a5945a585f348e7d905adca39487546debd32604db80d061
12-14 03:30_英超联赛_阿森纳 vs 狼队_吴桐 贺宇 李子琪,http://xiaoya.crccxw.top:35455/migu/961105264.m3u8?migutoken=4cb13736c94051e8936aff7953cbdb6dfe71d371f79f2d314d12ccc3dab92ec25e678555afe2a73ce522046ee53854b8aa518314089cddc58abe754bd872b362174743076b5ef667a0f3fd00
12-14 03:30_英超联赛_阿森纳 vs 狼队_吴桐 贺宇 李子琪,http://xiaoya.crccxw.top:35455/migu/961105148.m3u8?migutoken=47e6e9b6720201c5edc32e2757fad8613225b9a1ec1220f3cc2147e59f4681182bc8400a2e346dcebaba451a456e3f89dd4e6606f3561b0022d52a0a9f3a70362fd30baa47b81a241b9765bc
12-14 03:30_意甲联赛_亚特兰大 vs 卡利亚里_鲁靖明,http://xiaoya.crccxw.top:35455/migu/961105979.m3u8?migutoken=2ab0fb4db451aa7934b7073388ba549c0002177a6d29c1c3be369da29fefb6fff0ebb80029e8a6f45934ec29894c6215c626ca4ec3682b567dc968f30d3850c9852d098dbbb510c9091d9568
12-14 03:30_意甲联赛_亚特兰大 vs 卡利亚里_赛场原声,http://xiaoya.crccxw.top:35455/migu/961105962.m3u8?migutoken=c749dedd2e3569584a33aea661a56ab47b6034fb16a71be14dbfbfee9e593856a85ebd97b776d600630c4d08f4ebc395c1b85baa8ed0ebcab2db3ea7409ef2a1409a9314274095474f4cc4b6
12-14 03:00_16强至决赛_16强至决赛_1号桌,http://xiaoya.crccxw.top:35455/migu/961056244.m3u8?migutoken=66b99c6d15809f9d139f7360a847493938736afb5d9e05d1814508c00a9c7f8cb447d79619fd438e4c65f9fbdef11f604b6c9635471a5da85de44b35b3de37c06a779dc8c18e8a31058139b2
12-14 01:45_法甲联赛_梅斯 vs 巴黎圣日耳曼_鹿中原 王宇,http://xiaoya.crccxw.top:35455/migu/961108437.m3u8?migutoken=ed5486e28074e975c743468c1df1ab927b38bb9c614e4c53e8d7c07568e80f0edbded839b560c58f9528a1e10d6fa2623be59de81e7f04a650194b850be43d486dccf1d21bcbafa700aec8cf
12-14 01:45_法甲联赛_梅斯 vs 巴黎圣日耳曼_赛场原声,http://xiaoya.crccxw.top:35455/migu/961108605.m3u8?migutoken=fe8304a9b1e3a747e3cb6d1e5d3cda283d96ea0fd37f1255454fa6c780bdcf1c1bb3841bbb94fa8206d5970405d7241652704d26cd9df2f38d8b459522b3b93b46d347a10da538a3693c2b2f
12-14 01:15_西甲联赛_巴塞罗那 vs 奥萨苏纳_赛场原声,http://xiaoya.crccxw.top:35455/migu/961105291.m3u8?migutoken=bed5dc11fe133b33b52c31df9bc2e951771512599fd0abc7e940fd131475414a6fd0ccbb26d6ce5fa401887c6d2647fc5f6d5a0e19eb17f216091f4ef6bed3e410ab8e7d223e7908998eac38
12-14 01:15_西甲联赛_巴塞罗那 vs 奥萨苏纳_张昊泽 李欣,http://xiaoya.crccxw.top:35455/migu/961105407.m3u8?migutoken=0a830aa632af151f6f728d5a426839047401cd1f6a831f032586a64627644678d6b8b166e9bf753e02231d867053099ff248a60f509e95e44b3ac107f13c3de6e9f7df0f458e0f0a947d93b9
12-14 01:15_西甲联赛_巴塞罗那 vs 奥萨苏纳_张昊泽 李欣,http://xiaoya.crccxw.top:35455/migu/961105308.m3u8?migutoken=0c591936a2837e7076be28b273dc1b781064bef4b3ccf39a5f5de9ba576fec0fa41c886143d761ebf2a0de91a2ca12fc90c92ac1e0e304c0c7ae5775b7979920e11ef57f4c9305b78fb7bf1f
12-14 01:15_西甲_巴萨vs奥萨苏纳_陈文森,http://xiaoya.crccxw.top:35455/iqiyi/4358494/7194324676177423.m3u8?iqytoken=3fd1d3468353be3c95123d1f293dd8a3330abeed764d2d92c1723f48130dff51a5530a2321a46ce1bae6c64bccde2183c4c6d70ad0255f5236eb2d91618ef1a53860a39c63f740bf8638af431c41054194d450b7ac34f4a94eb4bcee30a9c0a30db5a38364a5b73ac7da91b5194408a1d89193b1453d647597c2e36881d44f136f01c6d8fe85556417e6105099a9b0e5d9ac81d5e5fe60f09ca5260e66615ff02e5ba82708df831c2b5c81b1cb880c7787
12-14 01:15_西甲_巴萨vs奥萨苏纳_金相凯 蔡惠强 朱迟蕊,http://xiaoya.crccxw.top:35455/iqiyi/4358494/3133761155120923.m3u8?iqytoken=70116a9edda5e08a0dbdcf098dc605fbf80e595e0e205fb7bb4dded2e595c509603fd2fb9dacf5147fccf478124b9b5838cfac47df5ea714f7e1390692a74ec9e481c1a0002a4ff42ab51c172db25f7d64e1b13d23de844dae63e47f8c848971a1b8513efbdbcd8a201aa7bfb0b2fd52ee7c6f14b3b91f525165e789dc69c55b8b1e302e55bf6bc78df542341f0f0373db16c2b32cd2e05ed08100edec929949deb5965d81060eb566917ebd545f91b5bd
12-14 01:15_西甲_巴萨vs奥萨苏纳_English Commentary,http://xiaoya.crccxw.top:35455/iqiyi/4358494/2202446605943023.m3u8?iqytoken=d38186282a8436a6a5cf76e5051c65dc88f9590721cf535e35878cd1ca3c1beab68739a6d54abc2266b7e188f5c45dea193ffd11c11d2020b7ab1dd48e436a1f49dcb092f11cfa7e383d15c3128b3f2db23c96c2037216186b0bd6e512f00de2779a9b1a44c401be31096a7e1dd16b58030d55562aa6e8e17f07e54e46f8b3bb842f06bba1517e7f71336d07a568a7f4fee6b521d2b95396f9a5a356f4519fc85e3ba769599c690c651f122602408c96cb
12-14 01:15_英超联赛_伯恩利 vs 富勒姆_赛场原声,http://xiaoya.crccxw.top:35455/migu/961104972.m3u8?migutoken=db126a8d2c414fa373870ccff5a3355f7baa38f3b0715d9e24e077625a96548f49a1311837613f4ba895829030eed781cfd6cf6b0a3e205cc7e86134749e3a510d2d75efa9de271e5206534e
12-14 01:15_英超联赛_伯恩利 vs 富勒姆_英文原声,http://xiaoya.crccxw.top:35455/migu/961105002.m3u8?migutoken=4b8f982cdc6f2807dfc46a9c16e81fd47627feea9b6d1beff9c805c86e6960b2ea44a602d73febcb287f8e17180e1a297d93de2d204071c201320e584a9bd22b8e9d1a3441ee93fffcae5e85
12-14 01:15_英超联赛_伯恩利 vs 富勒姆_刘焕,http://xiaoya.crccxw.top:35455/migu/961105633.m3u8?migutoken=567e72835bb0d391effb38086a868b31f8164eddb6fdd42816452ecc10aaeec9b10be53ff43586b4b77d84223499caddb44ffadf263f0b1f3e33240ebd4ab1b9a6a5a8eb14430dd477d96059
12-14 01:15_德甲联赛_勒沃库森 vs 科隆_赛场原声,http://xiaoya.crccxw.top:35455/migu/961106249.m3u8?migutoken=13586dae9d2954cd6560136702ab219bbc8f4ae3ecde099c36c2171e292cfa5599e21a9c9ff9613ec474ecda731e3c534abfa17270e88da9ae86e904618834470b705157061d741296b40402
12-14 01:15_德甲联赛_勒沃库森 vs 科隆_李霄,http://xiaoya.crccxw.top:35455/migu/961106218.m3u8?migutoken=35f11947151ca9b449427c436759cc5906bbc72e2bb2030326c8557f39f3c7df23805602ca672f7b34a321e284b2fd51a14361382516347aba592e359bbfbf0a1211e30abd0ada996cc9a208
12-14 00:45_意甲联赛_帕尔马 vs 拉齐奥_赛场原声,http://xiaoya.crccxw.top:35455/migu/961105919.m3u8?migutoken=1f26ebd0523f5685d9ec84cc4240fc8c07c56cf9f58e36756d9bd2bbffe48eafc9b3da1243e23ee93f5e909fa1a83ee1e6941519851bdca40d48f101512ceccecc94cd32e65a49209f33b057
12-14 00:45_意甲联赛_帕尔马 vs 拉齐奥_石庆圣,http://xiaoya.crccxw.top:35455/migu/961105951.m3u8?migutoken=7fbb1451fd4d7afd917f33717e53e2c6639d1f3b9c1b599b6b10c32792f063a1e61bfdd17441bfa3e14d80bf64407a19a96436719ad6ebc5b037e224812b8e8447ac129bb8dbd0112067b78a
12-13 23:45_法甲联赛_雷恩 vs 布雷_邵煊,http://xiaoya.crccxw.top:35455/migu/961107743.m3u8?migutoken=6f0ad1fe68560fa430d6efca40b35159265e9a60ba136e829eca6a179cc2675a818b2229e1107d30661eceb8d32004dc7f18149d3af0609da3b8cd63b7d9dd3908375849a808c3a5b86c203f
12-13 23:45_法甲联赛_雷恩 vs 布雷_赛场原声,http://xiaoya.crccxw.top:35455/migu/961108628.m3u8?migutoken=02582705c6d867c862a1754da883f03b1e9c74cd2b7c5dd7e060064616ef3116b7ce6498a7b1643ca213add2fd645bdc705e70052431fd813ba0ee16ff2731ce5e2a828873bd59fe53d968c3
12-13 23:05_西甲_马略卡vs埃尔切_金相凯 蔡惠强,http://xiaoya.crccxw.top:35455/iqiyi/4358498/2044419933941023.m3u8?iqytoken=5a084571cc4d20930769c048462c5e5afcd1ed42907e1e47ebb9cfbac3def9c8dba16555d816a69455cea98947ffa425018a52f080cb25f91598d5a6499f04c20a72ec196852ff670e100dc067d0ace9f52f7459640e61518e915f1320301fb993ab6dfab76d200ad5ff2124878c9f174bc145de71a0fda1c0f359b304f92245b32a01746e656b5a59797f7d5783eb75b05dbb5fa538954186c666ca3ee059d635971a4f2e1262ebebdb484187416d9ce9
12-13 23:05_西甲_马略卡vs埃尔切_English Commentary,http://xiaoya.crccxw.top:35455/iqiyi/4358498/2429459540847023.m3u8?iqytoken=c0a84578a3d7e878cb75c5984ae3704a10b48b48f8a14c7978be1a5f469307e5d41ef2187357a462b6c3ace9f9a53c99264d8bb7be33acbf54d12bcf0ec8ba1d653e1bb456aff7effd20bca69dd2773b3120ca21ee16539220905fbf4ca230e3d75ecd89cc098ce7665901630e046f3bc5ae691a30f3f8fbaf1bfdb52b726d7db6118d65576ade311d8726401fd9771a2331eacc4aaed570181cf7804aa938aac8ec7c4ce026ea05f3caf6eb1a006d14e2
12-13 23:00_西甲联赛_马略卡 vs 埃尔切_赛场原声,http://xiaoya.crccxw.top:35455/migu/961105194.m3u8?migutoken=a8cb78263b9c6eefb89cd7f38609367ab2381b4b17a56ef109fca15725b0f6fa08abe1b358655f6d810e2d2ecdb1712938a54aff91990437d68f4b6215f280010729050240693aa796043cdf
12-13 23:00_西甲联赛_马略卡 vs 埃尔切_周楚雄,http://xiaoya.crccxw.top:35455/migu/961105218.m3u8?migutoken=a05af63e1b739b9026e4ecc4b76857349abc9b880713e94d3d72fd804f5661dac41d447117b8e78383db3f9683ae7707085bfa0ce16538b9612acd6a5755130e7aa456303d27b925fc8876c7
12-13 22:50_英超联赛_切尔西 vs 埃弗顿_陈凯冬 陈熙荣,http://xiaoya.crccxw.top:35455/migu/961105119.m3u8?migutoken=59b248f97c93c897993c7ccd26b4841851ca76e25bbf9e166a83b85fad10dc26801b42e6e8a6c789ee32e91f24c493d88b48a027c448ccb0431acc1fdfd1622381809d46cc654cea439399c3
12-13 22:45_英超联赛_利物浦 vs 布赖顿_陈曦 何辉,http://xiaoya.crccxw.top:35455/migu/961105350.m3u8?migutoken=adb4228f804d0d724a883d28d9d79f708ba5a1e1b2f506604df6c369f230a9a4032a8e8a75c78f5addefcba9396fa26c86d644a4a61d03c86d34222385255fb57f8e64474c479cb502ac7868
12-13 22:45_英超联赛_利物浦 vs 布赖顿_赛场原声,http://xiaoya.crccxw.top:35455/migu/961105609.m3u8?migutoken=1a0c6f69042cb1ee52724e9e6c371ebd78e0631ca15fcd72f52a4f4a5ed79230ecfbf820838fa2fd8b01a02ba760889de3580cf7f893a5b5acd6680ca8654f3dbfea329c1ccadbcfb7d70923
12-13 22:45_英超联赛_利物浦 vs 布赖顿_英文原声,http://xiaoya.crccxw.top:35455/migu/961105594.m3u8?migutoken=799fe2bd612c862f7f1ab5370f39c3a6bc13fc137765b11fdd58f46e7bee84ec099f4570d5e317f6437849d65aa428adceddc7f3da519625a4af6d1a0450b469f7b8786f4f59387cd10f2919
12-13 22:45_英超联赛_切尔西 vs 埃弗顿_赛场原声,http://xiaoya.crccxw.top:35455/migu/961105153.m3u8?migutoken=d466639d83127e5ba043548bbd767009a5c43c4a1cc78a89d8b156c941bda68e2b5df8dd943176f7d545db6a591e92e1d952da1199a82409cd45c5b5ef58b8c33546215895acc71212b05c51
12-13 22:45_英超联赛_切尔西 vs 埃弗顿_英文原声,http://xiaoya.crccxw.top:35455/migu/961105136.m3u8?migutoken=62df2953302e1da226afabd898475f4425829c37f24eaf4480d8757f54c22fe266016db75222b4f9bb5373a2a5fffe71e16f6deecc4755f0ea6fd54f26c28fda99da96a431b87ca544fa8f82
12-13 22:30_英超联赛_利物浦 vs 布赖顿_詹俊 张路 林梦鸽,http://xiaoya.crccxw.top:35455/migu/961105332.m3u8?migutoken=3da2576f2b70136518d3fa89a38e94c688bed195093949fbf30717c6cccfa1004a347955bcb300a716d654a0396ef6ef75c7b10c516190fd79b5a8a846e17025e6be6bda73161fb77a7d468e
12-13 22:30_英超联赛_切尔西 vs 埃弗顿_苏东 徐阳 李子琪,http://xiaoya.crccxw.top:35455/migu/961105098.m3u8?migutoken=25f9bbfe703a77ef4b5673cdbe704e53a56915da9144bee2e13eaa1d1f55fce91ae3b9cda7e03936c2997ea301bf9cbdb6d866c7ccade18eb57b482dee7ce1ffc1c2336e4d4859525139d7ad
12-13 22:15_德甲联赛_霍芬海姆 vs 汉堡_赛场原声,http://xiaoya.crccxw.top:35455/migu/961106167.m3u8?migutoken=12ec1ddb12d9bdde91acaf3413d9c93fbc1d182cfa775bbb59e86b574725a28407e61c86c4031b027cec3ebb136d3450b89156cbfde20110caa8dce87bfeb697a0fd640281eb8f5fe3cc8a48
12-13 22:15_德甲联赛_霍芬海姆 vs 汉堡_吴子越,http://xiaoya.crccxw.top:35455/migu/961106147.m3u8?migutoken=96a36cc616e92161ec9015d42e5febf48e0dd33da599e7349c7ac29d0d32b0bbeb7cee94ed8c0f939bf01810f67b284f1438155e6541dc7faf490a7cd600495bf9927c519887bda0231392d8
12-13 22:15_德甲联赛_门兴格拉德巴赫 vs 沃尔夫斯堡_赵宇,http://xiaoya.crccxw.top:35455/migu/961106072.m3u8?migutoken=385f96152f5932d2e9a5bcc9a39e7d971cb6af33130a16139d169a1266ab23c813f53bb52dd8279dcc6cb6eb53c7b681cfd6b92ce6179c93559cb37036dd6601467eb5e981a98a4993ebcab2
12-13 22:15_德甲联赛_门兴格拉德巴赫 vs 沃尔夫斯堡_赛场原声,http://xiaoya.crccxw.top:35455/migu/961106077.m3u8?migutoken=35ddf4393263dee24820bb8d4e59c51c31d67a72e948d4c064dcba5f5e3095b97517e8afa31ef90dd518a80063dbeeb8d7ed7536fe11150e8b57240825f01dd96bd981bda16b3dd4a118dabc
12-13 22:15_德甲联赛_法兰克福 vs 奥格斯堡_赛场原声,http://xiaoya.crccxw.top:35455/migu/961106043.m3u8?migutoken=1fbb03b09f16b4f3b700fab4ce0937c9ad73c69a08225389ff32e181ec658b5e0f3704e1e00a65828e81ada0d3b5afe86f259c82c099b55d1098961690322984cdc25d3a7a18bb958bca9118
12-13 22:15_德甲联赛_法兰克福 vs 奥格斯堡_涂远 马延峰,http://xiaoya.crccxw.top:35455/migu/961105998.m3u8?migutoken=a3ea86f9b493586e4f94d88cfecd768d747291377a9c5a7ab877df7ef557a7ca88163a9723aacca6566ecea6cb9fc648cf6f61c2e9d45ad14c6981affa37d0408ed56f227de852aab54365bb
12-13 22:15_德甲联赛_圣保利 vs 海登海姆_赛场原声,http://xiaoya.crccxw.top:35455/migu/961106122.m3u8?migutoken=d814c55717d7e57ab2815bd5fad90b0b1b0347b88bc9bb92d858b7912890cc7a8b2b895c2e34ea88895c16fa1c4689c832c387e2e0b312c1c2e6b2c4cf879306410e60c1b603043bd8565fee
12-13 22:15_德甲联赛_圣保利 vs 海登海姆_刘洪新,http://xiaoya.crccxw.top:35455/migu/961106104.m3u8?migutoken=f593bdd98aacd6c6b15f962f9927a915f44402f1ff317aba7daf3a6abbee7c7a52cb1cf672fee0ae7e2f3e988f2a63f957875a3d7c56f2875f789721404ce16d3ca1eb28bff46fa197ceac34
12-13 21:45_意甲联赛_都灵 vs 克雷莫纳_赛场原声,http://xiaoya.crccxw.top:35455/migu/961105835.m3u8?migutoken=dba7d69d13cca4788dc4ee90107d1e62951e6f316f73e66ae540055bc6f7027716503e9cd27fed723471e00c1938942bd9075226bc9b68985395800438e4a04a57b97f5637758ded6d20dd77
12-13 21:45_意甲联赛_都灵 vs 克雷莫纳_刘焕,http://xiaoya.crccxw.top:35455/migu/961105852.m3u8?migutoken=dec0edadbfbee3ac5813a0aaa41aa16449930491474504636eb15436a8218f1f82bd07e0cfe325c4aac427466f3dd76cd7a96dfea546df6f79c32ba3c2d60af1bd40ffc2aaf8a223946a91e0
12-13 21:00_斯诺克单局限时赛32进16_斯诺克单局限时赛32进16_朱峰立,http://xiaoya.crccxw.top:35455/migu/961133869.m3u8?migutoken=c105aaa2f22d14f2a13eba7d8787c6898447c3d05db5290e53bce5162714b27186cef288f9e75f3b46a46943b8210bcfcc3d287b98b3ae371c3f1cce9a76df1b4b3303394c1c25a0f0d6e32a
12-13 21:00_斯诺克单局限时赛32进16_斯诺克单局限时赛32进16_1号桌,http://xiaoya.crccxw.top:35455/migu/961056242.m3u8?migutoken=9239fa3604c0e7aabea2526e4cbca5f48a37d475ea7251e418507726756c335707686d2a2b183c5cd3462de3475923d83e0e0c7acf6412b2b16dd5ab76424ceef6b276cb257c84315c38effe
12-13 20:50_西甲_马竞vs瓦伦西亚_陈文森,http://xiaoya.crccxw.top:35455/iqiyi/4358493/1437180387225523.m3u8?iqytoken=3a70fca541439324c4e35ef2fe2992419c5c2ecbd0a4aa1a4606271c3d13bb1edcc798dd9fe08e6ef6fa3f3b39e309b709ab03a96fdc09270fb31f063cfb1cb7ac8c51d29463dbc80ad744279ef46b67de656996eec55b58c8770a645d458516c96a6044d77334272a226b6a50e9384879ed1860fca44811a158a25d468f5da4bc1f8773f2c8e581bb5de44b9183d9e507dd37236ab32cdfc2b8138f265aab342155427e047309d6fc496dc00442fb996a
